2024-12-29 11:43:45 +0000,2024-12-29 11:43:45 +0000,79
2024-12-29 11:43:50 +0000,2024-12-29 11:43:50 +0000,80
2024-12-29 11:43:58 +0000,2024-12-29 11:43:58 +0000,74
2024-12-29 11:44:00 +0000,2024-12-29 11:44:00 +0000,74
2024-12-29 11:44:04 +0000,2024-12-29 11:44:04 +0000,76
2024-12-29 11:44:12 +0000,2024-12-29 11:44:12 +0000,79
2024-12-29 11:44:17 +0000,2024-12-29 11:44:17 +0000,82
2024-12-29 11:44:23 +0000,2024-12-29 11:44:23 +0000,80
2024-12-29 11:44:27 +0000,2024-12-29 11:44:27 +0000,79
2024-12-29 11:44:33 +0000,2024-12-29 11:44:33 +0000,77
2024-12-29 11:44:34 +0000,2024-12-29 11:44:34 +0000,77
2024-12-29 11:44:40 +0000,2024-12-29 11:44:40 +0000,80
2024-12-29 11:44:45 +0000,2024-12-29 11:44:45 +0000,78
2024-12-29 11:44:52 +0000,2024-12-29 11:44:52 +0000,72
2024-12-29 11:44:55 +0000,2024-12-29 11:44:55 +0000,71
2024-12-29 11:45:03 +0000,2024-12-29 11:45:03 +0000,78
2024-12-29 11:45:06 +0000,2024-12-29 11:45:06 +0000,77
2024-12-29 11:45:13 +0000,2024-12-29 11:45:13 +0000,76
2024-12-29 11:45:16 +0000,2024-12-29 11:45:16 +0000,76
